"","UNITID","CONTROL","HIGHDEG"
"1356",153162,2,3
"1357",153171,3,1
"1358",153214,1,2
"1359",153241,2,3
"1360",153250,2,4
"1361",153269,2,4
"1362",153278,2,4
"1363",153296,1,2
"1364",153302,2,3
"1365",153311,1,2
"1366",153320,2,4
"1367",153339,3,1
"1368",153366,2,4
"1369",153375,2,4
"1370",153384,2,3
"1371",153409,3,3
"1372",153418,3,3
"1373",153427,3,3
"1374",153445,1,2
"1375",153463,3,1
"1376",153472,1,2
"1377",153524,1,2
"1378",153533,1,2
"1379",153542,2,1
"1380",153588,3,1
"1381",153597,3,1
"1382",153603,1,4
"1383",153621,2,3
"1384",153630,1,2
"1385",153658,1,4
"1386",153737,1,2
"1387",153746,3,1
"1388",153764,3,1
"1389",153773,3,1
"1390",153782,3,1
"1391",153825,2,4
"1392",153834,2,3
"1393",153861,2,4
"1394",153922,1,2
"1395",153977,2,3
"1396",154004,2,4
"1397",154013,2,4
"1398",154022,3,4
"1399",154059,1,2
"1400",154095,1,4
"1401",154101,2,3
"1402",154110,1,2
"1403",154129,1,2
"1404",154156,2,4
"1405",154165,3,1
"1406",154174,2,4
"1407",154208,3,1
"1408",154235,2,4
"1409",154262,2,2
"1410",154332,3,1
"1411",154341,3,1
"1412",154350,2,4
"1413",154378,1,2
"1414",154396,1,2
"1415",154448,3,1
"1416",154457,3,1
"1417",154466,3,1
"1418",154493,2,4
"1419",154518,3,3
"1420",154527,2,3
"1421",154536,2,4
"1422",154545,3,1
"1423",154572,1,2
"1424",154590,2,4
"1425",154633,3,1
"1426",154642,1,2
"1427",154651,2,1
"1428",154688,2,4
"1429",154697,1,2
"1430",154712,2,4
"1431",154721,2,3
"1432",154749,2,3
"1433",154767,3,2
"1434",154776,3,2
"1435",154794,3,2
"1436",154800,1,2
"1437",154819,3,1
"1438",154837,2,4
"1439",154855,2,3
"1440",154907,1,2
"1441",154925,1,2
"1442",154934,1,2
"1443",154943,3,1
"1444",154952,1,2
"1445",154970,3,1
"1446",154998,1,2
"1447",155007,2,3
"1448",155025,1,4
"1449",155052,1,2
"1450",155061,1,4
"1451",155070,2,3
"1452",155089,2,4
"1453",155098,1,2
"1454",155104,1,2
"1455",155140,1,3
"1456",155159,3,1
"1457",155177,2,2
"1458",155186,1,2
"1459",155195,1,2
"1460",155201,1,2
"1461",155210,1,2
"1462",155283,3,2
"1463",155292,1,2
"1464",155317,1,4
"1465",155335,2,4
"1466",155353,3,1
"1467",155399,1,4
"1468",155414,2,4
"1469",155423,1,1
"1470",155441,3,1
"1471",155450,1,2
"1472",155487,1,2
"1473",155496,2,3
"1474",155511,2,3
"1475",155520,2,4
"1476",155566,1,2
"1477",155593,1,2
"1478",155618,1,2
"1479",155627,2,3
"1480",155636,2,4
"1481",155681,1,4
"1482",155715,1,2
"1483",155812,2,4
"1484",155830,1,2
"1485",155858,1,2
"1486",155867,3,1
"1487",155900,2,4
"1488",155937,2,3
"1489",155973,2,4
"1490",156082,1,4
"1491",156107,1,2
"1492",156125,1,4
"1493",156134,3,1
"1494",156189,2,3
"1495",156213,2,4
"1496",156222,2,4
"1497",156231,1,2
"1498",156277,3,1
"1499",156286,2,4
"1500",156295,2,3
"1501",156310,3,1
"1502",156338,1,2
"1503",156356,2,4
"1504",156365,2,4
"1505",156392,1,2
"1506",156408,2,3
"1507",156417,2,3
"1508",156426,3,1
"1509",156444,3,1
"1510",156471,3,2
"1511",156541,2,4
"1512",156620,1,4
"1513",156648,1,2
"1514",156675,3,1
"1515",156727,2,4
"1516",156745,2,4
"1517",156754,3,1
"1518",156790,1,2
"1519",156842,3,1
"1520",156851,1,2
"1521",156860,1,2
"1522",156903,3,2
"1523",156921,1,2
"1524",156949,3,1
"1525",156967,3,1
"1526",157021,3,3
"1527",157030,2,3
"1528",157058,1,4
"1529",157076,2,3
"1530",157085,1,4
"1531",157100,2,4
"1532",157207,2,4
"1533",157216,2,4
"1534",157270,3,3
"1535",157289,1,4
"1536",157298,2,4
"1537",157304,1,2
"1538",157331,1,2
"1539",157359,2,3
"1540",157377,2,4
"1541",157386,1,4
"1542",157395,3,1
"1543",157401,1,4
"1544",157438,1,2
"1545",157447,1,4
"1546",157456,3,1
"1547",157465,3,2
"1548",157483,1,2
"1549",157508,3,1
"1550",157535,2,4
"1551",157553,1,2
"1552",157599,3,2
"1553",157614,3,1
"1554",157632,2,3
"1555",157650,3,1
"1556",157669,3,1
"1557",157678,3,1
"1558",157696,3,2
"1559",157711,1,2
"1560",157739,1,2
"1561",157748,2,4
"1562",157757,2,4
"1563",157766,3,2
"1564",157793,3,4
"1565",157809,2,4
"1566",157818,2,3
"1567",157827,3,1
"1568",157863,2,4
"1569",157951,1,4
"1570",158088,1,2
"1571",158158,3,1
"1572",158219,1,2
"1573",158246,3,1
"1574",158325,2,1
"1575",158334,2,1
"1576",158343,3,2
"1577",158352,1,2
"1578",158431,1,2
"1579",158440,3,1
"1580",158477,2,4
"1581",158538,3,1
"1582",158617,3,1
"1583",158644,3,1
"1584",158662,1,2
"1585",158723,3,2
"1586",158769,1,2
"1587",158778,3,1
"1588",158787,3,1
"1589",158802,2,3
"1590",158884,1,2
"1591",159009,1,4
"1592",159027,3,1
"1593",159197,3,2
"1594",159258,1,1
"1595",159267,1,2
"1596",159319,3,1
"1597",159328,3,1
"1598",159373,1,4
"1599",159382,1,3
"1600",159391,1,4
"1601",159407,1,2
"1602",159416,1,4
"1603",159443,1,2
"1604",159513,3,1
"1605",159522,3,1
"1606",159531,3,1
"1607",159568,2,4
"1608",159601,3,1
"1609",159647,1,4
"1610",159656,2,4
"1611",159717,1,4
"1612",159939,1,4
"1613",159948,2,4
"1614",159966,1,4
"1615",159993,1,4
"1616",160010,1,2
"1617",160029,2,4
"1618",160038,1,4
"1619",160065,2,4
"1620",160074,2,4
"1621",160117,3,1
"1622",160126,3,1
"1623",160135,3,1
"1624",160199,3,1
"1625",160320,3,1
"1626",160409,2,3
"1627",160445,3,1
"1628",160472,3,1
"1629",160481,1,2
"1630",160524,3,2
"1631",160579,1,2
"1632",160597,3,1
"1633",160612,1,4
"1634",160621,1,4
"1635",160630,1,4
"1636",160649,1,2
"1637",160658,1,4
"1638",160667,1,2
"1639",160685,1,2
"1640",160755,2,4
"1641",160904,2,4
"1642",160913,1,2
"1643",160940,3,2
"1644",160959,2,4
"1645",160968,2,4
"1646",160977,2,3
"1647",160995,3,2
"1648",161004,2,3
"1649",161022,2,2
"1650",161059,2,1
"1651",161077,1,2
"1652",161086,2,3
"1653",161138,1,2
"1654",161165,2,4
"1655",161192,1,2
"1656",161208,2,1
"1657",161217,1,4
"1658",161226,1,3
"1659",161235,1,3
"1660",161244,1,3
"1661",161253,1,4
"1662",161299,1,4
"1663",161341,1,3
"1664",161457,2,4
"1665",161484,1,2
"1666",161493,3,1
"1667",161509,2,4
"1668",161518,2,4
"1669",161527,3,1
"1670",161545,1,2
"1671",161554,1,4
"1672",161563,2,4
"1673",161572,2,3
"1674",161581,1,2
"1675",161615,3,1
"1676",161651,3,1
"1677",161688,1,2
"1678",161767,1,2
"1679",161776,3,2
"1680",161800,3,1
"1681",161855,3,1
"1682",161864,1,2
"1683",161873,1,4
"1684",161882,2,4
"1685",162007,1,4
"1686",162061,2,4
"1687",162104,1,2
"1688",162122,1,2
"1689",162168,1,2
"1690",162210,2,4
"1691",162283,1,4
"1692",162335,3,1
"1693",162371,3,1
"1694",162557,1,2
"1695",162584,1,4
"1696",162609,1,2
"1697",162654,2,4
"1698",162681,3,3
"1699",162690,1,2
"1700",162706,1,2
"1701",162760,2,4
"1702",162779,1,2
"1703",162830,3,1
"1704",162928,2,4
"1705",162982,3,1
"1706",163028,3,2
"1707",163046,2,4
"1708",163107,3,1
"1709",163204,1,4
"1710",163259,1,4
"1711",163268,1,4
"1712",163286,1,4
"1713",163295,2,4
"1714",163338,1,4
"1715",163347,3,1
"1716",163408,3,1
"1717",163426,1,2
"1718",163453,1,4
"1719",163462,2,4
"1720",163532,2,4
"1721",163541,3,1
"1722",163578,2,4
"1723",163657,1,2
"1724",163736,3,2
"1725",163754,3,1
"1726",163815,3,1
"1727",163842,2,4
"1728",163851,1,4
"1729",163912,1,4
"1730",163921,2,4
"1731",163976,2,4
"1732",164058,3,2
"1733",164076,1,4
"1734",164085,2,4
"1735",164100,3,1
"1736",164155,1,3
"1737",164173,2,4
"1738",164207,2,4
"1739",164216,2,4
"1740",164243,2,4
"1741",164270,2,4
"1742",164313,1,2
"1743",164438,3,4
"1744",164447,2,4
"1745",164465,2,3
"1746",164474,2,4
"1747",164492,2,4
"1748",164535,1,1
"1749",164562,2,4
"1750",164571,2,4
"1751",164580,2,4
"1752",164599,3,1
"1753",164614,2,3
"1754",164632,2,4
"1755",164641,3,3
"1756",164678,3,1
"1757",164720,2,3
"1758",164739,2,4
"1759",164748,2,3
"1760",164775,1,2
"1761",164845,3,1
"1762",164872,2,4
"1763",164915,2,4
"1764",164924,2,4
"1765",164933,2,4
"1766",164988,2,4
"1767",165015,2,4
"1768",165024,1,4
"1769",165033,1,2
"1770",165060,2,1
"1771",165112,1,2
"1772",165167,2,4
"1773",165194,1,2
"1774",165255,3,1
"1775",165264,2,2
"1776",165334,2,4
"1777",165495,2,4
"1778",165529,2,4
"1779",165556,3,1
"1780",165574,2,3
"1781",165608,1,1
"1782",165635,3,1
"1783",165644,2,4
"1784",165662,2,4
"1785",165671,2,4
"1786",165699,2,4
"1787",165705,2,4
"1788",165750,3,1
"1789",165802,2,3
"1790",165820,1,4
"1791",165866,1,4
"1792",165884,2,3
"1793",165936,2,4
"1794",165945,2,4
"1795",165981,1,2
"1796",166009,3,1
"1797",166018,2,3
"1798",166027,2,4
"1799",166045,2,4
"1800",166054,2,4
"1801",166063,3,1
"1802",166124,2,3
"1803",166133,1,2
"1804",166276,3,2
"1805",166294,3,1
"1806",166319,3,1
"1807",166328,3,1
"1808",166391,2,4
"1809",166407,2,2
"1810",166452,2,4
"1811",166489,2,4
"1812",166498,3,1
"1813",166513,1,4
"1814",166586,3,1
"1815",166595,3,1
"1816",166601,2,2
"1817",166629,1,4
"1818",166638,1,4
"1819",166647,1,2
"1820",166656,2,4
"1821",166674,1,4
"1822",166683,2,4
"1823",166692,1,4
"1824",166708,1,4
"1825",166717,2,4
"1826",166805,3,1
"1827",166823,1,2
"1828",166850,2,4
"1829",166869,2,4
"1830",166887,1,2
"1831",166911,2,3
"1832",166939,2,4
"1833",166948,2,3
"1834",166957,1,2
"1835",166975,3,1
"1836",166984,2,4
"1837",167020,3,1
"1838",167039,3,1
"1839",167057,2,4
"1840",167093,2,4
"1841",167181,2,4
"1842",167215,2,4
"1843",167224,3,1
"1844",167251,2,3
"1845",167260,2,4
"1846",167288,1,4
"1847",167297,2,1
"1848",167312,1,2
"1849",167321,3,3
"1850",167358,2,4
"1851",167376,1,2
"1852",167394,2,4
"1853",167455,2,4
"1854",167464,2,4
"1855",167525,1,2
"1856",167534,1,2
"1857",167543,3,1
"1858",167598,2,4
"1859",167631,1,2
"1860",167677,2,4
"1861",167729,1,4
"1862",167738,3,2
"1863",167783,2,4
"1864",167792,2,3
"1865",167835,2,4
"1866",167871,1,1
"1867",167899,2,4
"1868",167905,1,2
"1869",167987,1,4
"1870",167996,2,3
"1871",168005,2,4
"1872",168032,3,1
"1873",168148,2,4
"1874",168218,2,3
"1875",168227,2,4
"1876",168254,2,4
"1877",168263,1,4
"1878",168281,2,3
"1879",168290,2,4
"1880",168342,2,4
"1881",168421,2,4
"1882",168430,1,4
"1883",168519,3,1
"1884",168528,2,3
"1885",168546,2,3
"1886",168555,3,1
"1887",168573,3,1
"1888",168591,2,3
"1889",168607,1,2
"1890",168740,2,4
"1891",168786,2,4
"1892",168838,2,4
"1893",168847,2,3
"1894",168883,1,2
"1895",168892,3,1
"1896",169080,2,4
"1897",169099,2,4
"1898",169187,3,1
"1899",169220,2,4
"1900",169248,1,4
"1901",169275,1,2
"1902",169284,3,1
"1903",169327,2,4
"1904",169363,2,4
"1905",169424,2,4
"1906",169442,2,4
"1907",169479,2,4
"1908",169503,3,1
"1909",169521,1,2
"1910",169567,3,1
"1911",169576,3,1
"1912",169628,2,4
"1913",169655,3,1
"1914",169716,2,4
"1915",169734,3,1
"1916",169761,3,1
"1917",169798,1,4
"1918",169910,1,4
"1919",169947,3,1
"1920",169974,1,2
"1921",169983,2,4
"1922",169992,1,2
"1923",170000,2,3
"1924",170037,2,4
"1925",170046,3,1
"1926",170055,1,2
"1927",170082,1,4
"1928",170091,2,3
"1929",170240,1,2
"1930",170301,2,3
"1931",170417,3,3
"1932",170444,1,2
"1933",170514,3,1
"1934",170532,2,3
"1935",170541,1,2
"1936",170550,1,2
"1937",170587,1,2
"1938",170611,3,1
"1939",170620,1,2
"1940",170639,1,4
"1941",170657,1,2
"1942",170675,2,4
"1943",170736,3,1
"1944",170790,1,2
"1945",170806,2,4
"1946",170842,2,4
"1947",170967,2,3
"1948",170976,1,4
"1949",171012,2,1
"1950",171100,1,4
"1951",171128,1,4
"1952",171137,1,4
"1953",171146,1,4
"1954",171155,1,2
"1955",171225,1,2
"1956",171234,1,2
"1957",171261,3,1
"1958",171298,2,4
"1959",171304,1,2
"1960",171313,3,1
"1961",171322,3,1
"1962",171395,1,2
"1963",171456,1,4
"1964",171465,3,1
"1965",171483,1,2
"1966",171492,2,4
"1967",171535,1,2
"1968",171571,1,4
"1969",171599,2,4
"1970",171775,3,1
"1971",171881,2,3
"1972",171988,3,1
"1973",171997,3,1
"1974",172015,3,1
"1975",172033,2,4
"1976",172051,1,4
"1977",172200,1,2
"1978",172264,2,4
"1979",172291,1,2
"1980",172307,1,2
"1981",172325,3,1
"1982",172334,2,4
"1983",172422,1,1
"1984",172440,2,3
"1985",172477,2,4
"1986",172495,3,1
"1987",172556,3,1
"1988",172574,3,1
"1989",172583,3,1
"1990",172608,2,4
"1991",172617,1,2
"1992",172635,1,2
"1993",172644,1,4
"1994",172671,1,2
"1995",172699,1,4
"1996",172705,2,4
"1997",172802,3,1
"1998",172866,3,3
"1999",172918,1,2
"2000",172927,2,1
"2001",172954,1,2
"2002",172963,1,2
"2003",173045,2,4
"2004",173063,1,2
"2005",173115,1,2
"2006",173124,1,4
"2007",173142,2,3
"2008",173160,2,4
"2009",173179,2,4
"2010",173203,1,2
"2011",173258,2,3
"2012",173300,2,4
"2013",173328,2,4
"2014",173416,1,2
"2015",173452,2,4
"2016",173461,1,2
"2017",173470,3,1
"2018",173489,3,2
"2019",173559,1,2
"2020",173629,3,4
"2021",173638,1,2
"2022",173647,2,3
"2023",173665,2,4
"2024",173683,2,4
"2025",173708,1,2
"2026",173726,3,1
"2027",173735,1,2
"2028",173744,3,1
"2029",173799,1,2
"2030",173805,1,2
"2031",173887,3,3
"2032",173896,2,4
"2033",173902,2,3
"2034",173911,1,2
"2035",173920,1,4
"2036",173939,3,1
"2037",173957,2,4
"2038",173966,2,4
"2039",173984,3,4
"2040",173993,1,2
"2041",174020,1,4
"2042",174066,1,4
"2043",174075,1,3
"2044",174118,3,2
"2045",174127,2,4
"2046",174136,1,2
"2047",174154,3,3
"2048",174190,3,1
"2049",174206,2,3
"2050",174233,1,4
"2051",174251,1,3
"2052",174279,3,4
"2053",174321,3,1
"2054",174358,1,4
"2055",174376,1,2
"2056",174385,3,3
"2057",174394,3,3
"2058",174428,1,2
"2059",174437,2,3
"2060",174473,1,2
"2061",174482,3,2
"2062",174491,2,4
"2063",174507,2,4
"2064",174525,2,3
"2065",174534,3,1
"2066",174570,1,2
"2067",174604,1,2
"2068",174738,1,2
"2069",174747,2,3
"2070",174756,1,2
"2071",174765,3,1
"2072",174783,1,4
"2073",174792,2,4
"2074",174817,2,4
"2075",174844,2,3
"2076",174862,2,4
"2077",174899,2,4
"2078",174914,2,4
"2079",174932,2,3
"2080",174978,3,1
"2081",175005,2,4
"2082",175014,3,3
"2083",175041,1,2
"2084",175078,1,4
"2085",175120,2,1
"2086",175139,2,4
"2087",175157,1,2
"2088",175227,2,3
"2089",175236,1,2
"2090",175263,1,2
"2091",175272,1,4
"2092",175281,2,4
"2093",175315,1,2
"2094",175342,1,4
"2095",175421,2,4
"2096",175430,2,4
"2097",175494,3,1
"2098",175519,1,2
"2099",175528,3,2
"2100",175573,1,2
"2101",175591,3,1
"2102",175607,3,1
"2103",175616,1,4
"2104",175643,1,2
"2105",175652,1,2
"2106",175698,3,1
"2107",175722,3,1
"2108",175786,1,2
"2109",175810,1,2
"2110",175829,1,2
"2111",175856,1,4
"2112",175883,1,2
"2113",175935,1,2
"2114",175980,2,4
"2115",176008,1,2
"2116",176017,1,4
"2117",176026,1,4
"2118",176035,1,4
"2119",176044,1,4
"2120",176053,2,4
"2121",176062,3,1
"2122",176071,1,2
"2123",176080,1,4
"2124",176169,1,2
"2125",176178,1,2
"2126",176239,1,2
"2127",176318,2,3
"2128",176336,2,3
"2129",176354,1,2
"2130",176372,1,4
"2131",176390,3,1
"2132",176406,2,3
"2133",176451,2,4
"2134",176479,2,4
"2135",176549,3,2
"2136",176600,2,4
"2137",176619,2,4
"2138",176628,2,4
"2139",176637,3,3
"2140",176664,2,4
"2141",176716,3,1
"2142",176734,1,1
"2143",176770,2,3
"2144",176789,2,4
"2145",176798,1,1
"2146",176910,2,3
"2147",176938,2,3
"2148",176947,2,3
"2149",176965,1,4
"2150",176983,1,1
"2151",176992,3,1
"2152",177038,2,4
"2153",177056,1,1
"2154",177065,2,4
"2155",177083,2,3
"2156",177092,2,4
"2157",177117,2,2
"2158",177126,2,4
"2159",177135,1,2
"2160",177144,2,3
"2161",177153,3,3
"2162",177162,3,4
"2163",177214,2,4
"2164",177250,1,2
"2165",177278,2,4
"2166",177287,3,1
"2167",177302,3,2
"2168",177339,2,4
"2169",177418,2,4
"2170",177427,2,4
"2171",177436,1,1
"2172",177472,1,2
"2173",177542,2,4
"2174",177551,1,3
"2175",177579,3,3
"2176",177588,3,1
"2177",177603,3,1
"2178",177676,1,2
"2179",177685,3,1
"2180",177719,2,4
"2181",177746,2,3
"2182",177807,1,1
"2183",177816,2,4
"2184",177834,2,4
"2185",177870,1,1
"2186",177922,2,1
"2187",177931,1,1
"2188",177940,1,4
"2189",177968,2,4
"2190",177977,1,2
"2191",177986,2,4
"2192",177995,1,2
"2193",178004,3,1
"2194",178022,1,2
"2195",178059,2,4
"2196",178077,3,1
"2197",178110,3,2
"2198",178183,3,2
"2199",178208,2,4
"2200",178217,1,2
"2201",178226,3,3
"2202",178244,2,4
"2203",178262,3,1
"2204",178305,3,3
"2205",178341,1,3
"2206",178350,3,3
"2207",178369,2,3
"2208",178387,1,4
"2209",178396,1,4
"2210",178402,1,4
"2211",178411,1,4
"2212",178420,1,4
"2213",178448,1,2
"2214",178466,1,1
"2215",178484,3,1
"2216",178518,2,4
"2217",178527,3,1
"2218",178563,1,1
"2219",178615,1,4
"2220",178624,1,4
"2221",178679,2,3
"2222",178697,2,3
"2223",178721,2,4
"2224",178767,3,3
"2225",178785,1,2
"2226",178828,1,1
"2227",178891,2,3
"2228",178989,3,4
"2229",179043,2,4
"2230",179052,1,1
"2231",179070,3,2
"2232",179113,1,2
"2233",179159,2,4
"2234",179195,3,1
"2235",179201,3,3
"2236",179229,3,1
"2237",179238,1,1
"2238",179256,2,3
"2239",179265,2,4
"2240",179292,1,2
"2241",179308,1,2
"2242",179317,2,4
"2243",179326,2,4
"2244",179344,1,2
"2245",179399,2,1
"2246",179450,2,3
"2247",179511,3,2
"2248",179539,1,2
"2249",179548,2,4
"2250",179557,1,4
"2251",179566,1,4
"2252",179645,1,2
"2253",179715,1,2
"2254",179724,1,1
"2255",179742,1,4
"2256",179812,2,4
"2257",179867,2,4
"2258",179894,2,4
"2259",179919,2,2
"2260",179946,2,3
"2261",179955,2,3
"2262",179964,2,4
"2263",179991,3,1
"2264",180045,1,2
"2265",180054,2,2
"2266",180063,3,1
"2267",180081,1,2
"2268",180106,2,3
"2269",180151,1,2
"2270",180160,1,2
"2271",180179,1,4
"2272",180197,1,2
"2273",180203,1,2
"2274",180212,1,2
"2275",180249,1,2
"2276",180258,2,4
"2277",180276,1,2
"2278",180328,1,2
"2279",180373,1,2
"2280",180391,3,1
"2281",180416,1,4
"2282",180461,1,4
"2283",180489,1,4
"2284",180522,1,4
"2285",180595,2,4
"2286",180647,2,3
"2287",180692,1,3
"2288",180771,3,1
"2289",180814,2,4
"2290",180832,2,4
"2291",180878,2,4
"2292",180902,1,2
"2293",180948,1,4
"2294",180957,3,1
"2295",180984,2,4
"2296",181002,2,4
"2297",181020,2,3
"2298",181093,2,4
"2299",181127,2,4
"2300",181145,2,2
"2301",181190,3,1
"2302",181215,1,4
"2303",181242,3,3
"2304",181251,2,1
"2305",181297,2,4
"2306",181303,1,2
"2307",181312,1,2
"2308",181330,2,4
"2309",181376,2,3
"2310",181394,1,4
"2311",181400,3,3
"2312",181419,1,2
"2313",181428,1,4
"2314",181446,2,4
"2315",181464,1,4
"2316",181491,1,2
"2317",181534,1,4
"2318",181543,2,3
"2319",181604,2,4
"2320",181640,1,2
"2321",181738,2,4
"2322",181756,3,2
"2323",181765,1,2
"2324",181783,1,4
"2325",181792,2,1
"2326",181817,1,2
"2327",181853,2,3
"2328",181880,3,1
"2329",181941,3,2
"2330",182005,1,3
"2331",182111,3,3
"2332",182148,3,2
"2333",182209,3,1
"2334",182281,1,4
"2335",182290,1,4
"2336",182306,1,3
"2337",182397,3,1
"2338",182430,3,4
"2339",182458,2,4
"2340",182500,1,2
"2341",182564,1,3
"2342",182634,2,3
"2343",182652,3,1
"2344",182661,3,4
"2345",182670,2,4
"2346",182704,3,1
"2347",182722,3,1
"2348",182795,2,4
"2349",182829,2,4
"2350",182865,3,3
"2351",182883,3,1
"2352",182892,3,1
"2353",182908,2,2
"2354",182917,2,3
"2355",182953,3,1
"2356",182980,2,4
"2357",182999,3,1
"2358",183026,2,4
"2359",183035,3,1
"2360",183044,1,4
"2361",183062,1,4
"2362",183071,1,3
"2363",183080,1,4
"2364",183099,1,2
"2365",183105,1,2
"2366",183114,1,2
"2367",183123,1,2
"2368",183132,1,2
"2369",183141,1,2
"2370",183150,1,2
"2371",183202,3,1
"2372",183211,2,4
"2373",183239,2,3
"2374",183248,2,2
"2375",183257,1,4
"2376",183275,2,3
"2377",183345,2,3
"2378",183488,3,1
"2379",183600,2,2
"2380",183655,1,2
"2381",183725,3,1
"2382",183743,1,2
"2383",183789,3,3
"2384",183804,2,4
"2385",183822,2,3
"2386",183859,1,2
"2387",183877,1,2
"2388",183910,2,4
"2389",183938,1,2
"2390",183974,2,4
"2391",183983,1,1
"2392",184047,3,1
"2393",184056,3,1
"2394",184092,3,1
"2395",184135,3,1
"2396",184144,3,1
"2397",184153,2,1
"2398",184180,1,2
"2399",184205,1,2
"2400",184269,3,3
"2401",184278,3,1
"2402",184320,3,1
"2403",184348,2,4
"2404",184357,2,1
"2405",184427,3,1
"2406",184481,1,2
"2407",184506,3,1
"2408",184603,2,4
"2409",184612,2,4
"2410",184694,2,4
"2411",184746,3,1
"2412",184773,2,4
"2413",184782,1,4
"2414",184791,1,2
"2415",184816,3,1
"2416",184870,3,1
"2417",184959,3,2
"2418",184968,2,1
"2419",184995,1,2
"2420",185129,1,4
"2421",185174,3,1
"2422",185262,1,4
"2423",185332,3,1
"2424",185396,3,1
"2425",185466,3,1
"2426",185509,1,2
"2427",185536,1,2
"2428",185572,2,4
"2429",185590,1,4
"2430",185624,3,1
"2431",185651,2,1
"2432",185679,2,1
"2433",185721,3,1
"2434",185730,3,1
"2435",185758,2,4
"2436",185767,3,1
"2437",185828,1,4
"2438",185873,1,2
"2439",185916,3,1
"2440",185970,3,1
"2441",186016,3,1
"2442",186034,1,2
"2443",186052,3,1
"2444",186122,2,4
"2445",186131,2,4
"2446",186186,2,3
"2447",186201,1,4
"2448",186274,3,1
"2449",186283,2,4
"2450",186335,3,1
"2451",186371,1,4
"2452",186380,1,4
"2453",186399,1,4
"2454",186405,2,1
"2455",186423,2,1
"2456",186432,2,4
"2457",186469,1,2
"2458",186584,2,4
"2459",186593,3,1
"2460",186618,2,4
"2461",186645,1,2
"2462",186867,2,4
"2463",186876,1,4
"2464",186900,2,3
"2465",187000,3,1
"2466",187046,1,4
"2467",187134,1,4
"2468",187161,3,1
"2469",187198,1,2
"2470",187222,1,4
"2471",187444,1,4
"2472",187505,3,1
"2473",187532,1,2
"2474",187596,1,2
"2475",187602,3,1
"2476",187620,1,2
"2477",187639,1,2
"2478",187648,1,4
"2479",187666,1,2
"2480",187745,1,3
"2481",187897,1,4
"2482",187903,1,2
"2483",187912,1,2
"2484",187958,1,2
"2485",187967,1,4
"2486",187976,1,2
"2487",187985,1,4
"2488",187994,1,2
"2489",188003,1,2
"2490",188021,1,2
"2491",188030,1,4
"2492",188049,1,2
"2493",188058,1,4
"2494",188100,1,2
"2495",188137,1,2
"2496",188146,3,4
"2497",188182,2,4
"2498",188207,2,4
"2499",188216,1,2
"2500",188225,1,2
"2501",188261,1,2
"2502",188304,1,4
"2503",188340,2,3
"2504",188429,2,4
"2505",188438,1,2
"2506",188465,3,3
"2507",188517,3,2
"2508",188526,2,4
"2509",188535,2,4
"2510",188580,2,4
"2511",188641,2,4
"2512",188650,3,1
"2513",188669,2,1
"2514",188678,2,2
"2515",188687,2,2
"2516",188696,3,1
"2517",188854,2,3
"2518",188890,3,1
"2519",188915,2,1
"2520",188942,2,1
"2521",188988,3,1
"2522",189015,2,4
"2523",189088,2,4
"2524",189097,2,3
"2525",189219,3,1
"2526",189228,3,3
"2527",189264,2,3
"2528",189273,2,4
"2529",189282,2,2
"2530",189404,3,1
"2531",189413,2,4
"2532",189422,2,2
"2533",189459,3,3
"2534",189468,3,1
"2535",189477,3,1
"2536",189501,2,4
"2537",189547,1,2
"2538",189556,3,3
"2539",189565,3,2
"2540",189574,3,2
"2541",189583,3,3
"2542",189592,3,2
"2543",189653,3,2
"2544",189705,2,4
"2545",189714,3,1
"2546",189811,3,2
"2547",189839,1,2
"2548",189848,2,3
"2549",189857,2,4
"2550",189954,3,1
"2551",189981,2,4
"2552",190008,2,1
"2553",190044,2,4
"2554",190053,1,2
"2555",190071,2,2
"2556",190080,2,4
"2557",190099,2,4
"2558",190114,2,4
"2559",190150,2,4
"2560",190169,1,2
"2561",190239,3,1
"2562",190248,2,3
"2563",190293,3,1
"2564",190309,3,1
"2565",190318,3,1
"2566",190372,2,4
"2567",190415,2,4
"2568",190424,2,4
"2569",190442,1,2
"2570",190451,2,2
"2571",190503,2,3
"2572",190512,1,4
"2573",190521,1,2
"2574",190530,1,2
"2575",190549,1,4
"2576",190558,1,4
"2577",190567,1,4
"2578",190576,1,4
"2579",190585,1,2
"2580",190594,1,4
"2581",190600,1,4
"2582",190619,1,2
"2583",190628,1,2
"2584",190637,1,4
"2585",190646,1,3
"2586",190655,1,3
"2587",190664,1,4
"2588",190673,1,2
"2589",190682,1,4
"2590",190691,1,4
"2591",190707,2,1
"2592",190716,2,4
"2593",190725,2,4
"2594",190734,2,4
"2595",190761,2,4
"2596",190770,2,4
"2597",190840,1,2
"2598",190956,2,2
"2599",190974,3,2
"2600",190983,2,4
"2601",191083,1,2
"2602",191126,1,4
"2603",191199,1,2
"2604",191205,3,4
"2605",191241,2,4
"2606",191287,3,1
"2607",191302,1,2
"2608",191311,2,1
"2609",191320,2,4
"2610",191339,1,2
"2611",191384,2,1
"2612",191393,2,1
"2613",191515,2,3
"2614",191533,2,3
"2615",191597,2,2
"2616",191612,1,2
"2617",191621,2,3
"2618",191630,2,4
"2619",191649,2,4
"2620",191676,2,4
"2621",191719,1,2
"2622",191728,3,1
"2623",191764,2,2
"2624",191834,3,1
"2625",191931,2,4
