"","UNITID","CONTROL","HIGHDEG"
"3896",224545,1,4
"3897",224554,1,4
"3898",224572,1,2
"3899",224615,1,2
"3900",224642,1,2
"3901",224660,3,2
"3902",224679,3,2
"3903",224712,2,4
"3904",224758,3,1
"3905",224776,3,3
"3906",224828,3,1
"3907",224891,1,2
"3908",224907,3,1
"3909",224961,1,2
"3910",225070,1,2
"3911",225201,3,2
"3912",225247,2,4
"3913",225308,1,2
"3914",225371,1,2
"3915",225399,2,4
"3916",225414,1,4
"3917",225423,1,2
"3918",225432,1,4
"3919",225502,1,4
"3920",225511,1,4
"3921",225520,1,2
"3922",225548,2,4
"3923",225575,2,4
"3924",225627,2,4
"3925",225779,3,2
"3926",225788,3,2
"3927",225849,3,2
"3928",225858,3,2
"3929",225876,2,2
"3930",225885,2,3
"3931",225991,3,2
"3932",226019,1,2
"3933",226091,1,4
"3934",226107,1,2
"3935",226116,1,2
"3936",226125,3,1
"3937",226134,1,2
"3938",226152,1,4
"3939",226204,1,2
"3940",226231,2,4
"3941",226277,3,2
"3942",226329,2,2
"3943",226374,3,1
"3944",226383,2,4
"3945",226408,1,2
"3946",226471,2,4
"3947",226578,1,2
"3948",226587,2,3
"3949",226675,2,1
"3950",226772,3,1
"3951",226806,1,3
"3952",226833,1,4
"3953",226860,3,1
"3954",226879,3,2
"3955",226903,3,1
"3956",226930,1,2
"3957",227003,3,1
"3958",227058,3,1
"3959",227146,1,2
"3960",227155,3,1
"3961",227182,1,2
"3962",227191,1,2
"3963",227216,1,4
"3964",227225,1,2
"3965",227243,2,3
"3966",227289,2,4
"3967",227298,3,1
"3968",227304,1,2
"3969",227313,3,1
"3970",227322,3,1
"3971",227331,2,4
"3972",227368,1,4
"3973",227377,1,4
"3974",227386,1,2
"3975",227401,1,2
"3976",227429,2,3
"3977",227526,1,4
"3978",227687,1,2
"3979",227748,3,1
"3980",227757,2,4
"3981",227766,1,2
"3982",227836,3,1
"3983",227845,2,4
"3984",227854,1,2
"3985",227863,2,4
"3986",227881,1,4
"3987",227924,1,2
"3988",227979,1,2
"3989",228042,2,4
"3990",228088,3,1
"3991",228149,2,4
"3992",228158,1,2
"3993",228185,3,1
"3994",228194,2,4
"3995",228200,3,1
"3996",228219,3,1
"3997",228246,2,4
"3998",228282,3,1
"3999",228291,3,2
"4000",228316,1,2
"4001",228325,2,4
"4002",228343,2,3
"4003",228431,1,4
"4004",228459,1,4
"4005",228468,2,4
"4006",228477,2,0
"4007",228486,2,3
"4008",228501,1,4
"4009",228529,1,4
"4010",228547,1,2
"4011",228608,1,2
"4012",228635,1,4
"4013",228644,1,4
"4014",228653,1,4
"4015",228680,1,2
"4016",228699,1,2
"4017",228705,1,4
"4018",228714,1,4
"4019",228723,1,4
"4020",228769,1,4
"4021",228778,1,4
"4022",228787,1,4
"4023",228796,1,4
"4024",228802,1,4
"4025",228866,2,4
"4026",228875,2,4
"4027",228884,2,3
"4028",228909,1,4
"4029",228981,2,3
"4030",229018,1,4
"4031",229027,1,4
"4032",229036,3,1
"4033",229063,1,4
"4034",229115,1,4
"4035",229151,3,1
"4036",229160,2,4
"4037",229179,1,4
"4038",229267,2,4
"4039",229300,1,4
"4040",229319,1,2
"4041",229328,1,2
"4042",229337,1,4
"4043",229355,1,2
"4044",229416,3,1
"4045",229425,3,1
"4046",229504,1,2
"4047",229522,3,1
"4048",229540,1,2
"4049",229638,3,1
"4050",229780,2,4
"4051",229799,1,2
"4052",229814,1,4
"4053",229832,1,2
"4054",229841,1,2
"4055",229887,2,3
"4056",229957,3,1
"4057",230010,1,1
"4058",230038,2,4
"4059",230047,2,4
"4060",230056,3,3
"4061",230065,3,1
"4062",230092,1,2
"4063",230135,3,1
"4064",230144,3,1
"4065",230162,1,2
"4066",230171,1,3
"4067",230199,3,1
"4068",230205,3,1
"4069",230214,3,1
"4070",230223,3,1
"4071",230366,3,3
"4072",230384,3,3
"4073",230418,2,2
"4074",230472,3,3
"4075",230490,1,1
"4076",230597,1,2
"4077",230603,1,4
"4078",230621,3,3
"4079",230630,3,4
"4080",230676,1,1
"4081",230728,1,4
"4082",230737,1,4
"4083",230746,1,2
"4084",230764,1,4
"4085",230782,1,4
"4086",230807,2,4
"4087",230816,2,4
"4088",230825,2,3
"4089",230834,1,4
"4090",230852,2,4
"4091",230861,1,2
"4092",230889,2,4
"4093",230898,2,4
"4094",230913,1,4
"4095",230931,1,4
"4096",230940,2,4
"4097",230959,2,4
"4098",230977,3,3
"4099",230995,2,4
"4100",231004,3,1
"4101",231059,2,4
"4102",231068,2,4
"4103",231077,2,4
"4104",231086,2,3
"4105",231095,2,3
"4106",231147,2,4
"4107",231165,1,3
"4108",231174,1,4
"4109",231280,3,1
"4110",231411,3,2
"4111",231420,2,4
"4112",231536,1,2
"4113",231554,2,3
"4114",231581,2,3
"4115",231624,1,4
"4116",231642,3,2
"4117",231651,2,4
"4118",231688,1,1
"4119",231697,1,2
"4120",231712,1,4
"4121",231721,3,1
"4122",231785,3,3
"4123",231828,3,3
"4124",231837,2,4
"4125",231873,1,2
"4126",231882,1,2
"4127",231970,2,4
"4128",232016,3,3
"4129",232025,2,4
"4130",232043,2,4
"4131",232052,1,2
"4132",232089,2,3
"4133",232186,1,4
"4134",232195,1,2
"4135",232256,2,3
"4136",232265,2,4
"4137",232308,2,4
"4138",232414,1,2
"4139",232423,1,4
"4140",232450,1,2
"4141",232502,3,1
"4142",232557,2,4
"4143",232566,1,4
"4144",232575,1,2
"4145",232593,1,1
"4146",232609,2,4
"4147",232618,2,1
"4148",232672,2,4
"4149",232681,1,4
"4150",232706,2,4
"4151",232724,3,1
"4152",232788,1,2
"4153",232797,3,4
"4154",232867,1,2
"4155",232885,2,1
"4156",232919,3,1
"4157",232937,1,4
"4158",232946,1,2
"4159",232982,1,4
"4160",233019,1,2
"4161",233037,1,2
"4162",233082,3,1
"4163",233091,3,2
"4164",233116,1,2
"4165",233277,1,4
"4166",233286,3,1
"4167",233295,2,3
"4168",233301,2,4
"4169",233310,1,2
"4170",233329,3,2
"4171",233338,1,2
"4172",233356,2,1
"4173",233374,2,4
"4174",233408,2,1
"4175",233426,2,3
"4176",233480,2,1
"4177",233499,2,3
"4178",233541,2,4
"4179",233611,2,3
"4180",233639,1,2
"4181",233648,1,2
"4182",233657,3,1
"4183",233666,3,1
"4184",233684,3,4
"4185",233718,2,4
"4186",233754,1,2
"4187",233772,1,2
"4188",233842,2,4
"4189",233897,1,3
"4190",233903,1,2
"4191",233912,2,3
"4192",233921,1,4
"4193",233949,1,2
"4194",234030,1,4
"4195",234076,1,4
"4196",234085,1,3
"4197",234119,3,1
"4198",234137,2,4
"4199",234155,1,4
"4200",234164,2,4
"4201",234173,2,3
"4202",234191,3,1
"4203",234207,2,4
"4204",234216,3,3
"4205",234225,1,1
"4206",234359,1,1
"4207",234377,1,2
"4208",234401,3,1
"4209",234492,3,3
"4210",234650,3,1
"4211",234669,1,3
"4212",234687,3,1
"4213",234696,1,2
"4214",234711,1,2
"4215",234739,3,1
"4216",234784,3,1
"4217",234827,1,4
"4218",234845,1,2
"4219",234915,2,4
"4220",234924,3,1
"4221",234933,1,2
"4222",234951,1,2
"4223",234979,1,2
"4224",235024,2,3
"4225",235088,3,1
"4226",235097,1,4
"4227",235103,1,2
"4228",235149,1,2
"4229",235158,3,1
"4230",235167,1,4
"4231",235237,1,2
"4232",235307,3,1
"4233",235316,2,4
"4234",235334,1,2
"4235",235343,1,2
"4236",235352,3,1
"4237",235422,2,4
"4238",235431,1,2
"4239",235495,3,2
"4240",235501,3,1
"4241",235510,3,3
"4242",235529,3,3
"4243",235547,2,4
"4244",235583,3,1
"4245",235671,1,2
"4246",235699,1,2
"4247",235750,1,2
"4248",235769,2,3
"4249",235954,3,1
"4250",236018,3,1
"4251",236027,3,1
"4252",236072,1,2
"4253",236090,2,4
"4254",236133,2,4
"4255",236188,1,3
"4256",236212,2,1
"4257",236230,2,4
"4258",236258,1,3
"4259",236328,2,4
"4260",236382,1,2
"4261",236452,2,4
"4262",236504,1,3
"4263",236513,1,2
"4264",236531,3,1
"4265",236577,2,4
"4266",236595,2,4
"4267",236610,1,2
"4268",236638,1,2
"4269",236656,1,2
"4270",236692,1,2
"4271",236708,1,2
"4272",236744,3,1
"4273",236753,1,2
"4274",236887,1,2
"4275",236896,2,4
"4276",236939,1,4
"4277",236948,1,4
"4278",236975,1,2
"4279",236993,3,2
"4280",237011,1,4
"4281",237039,1,2
"4282",237057,2,3
"4283",237066,2,4
"4284",237109,1,2
"4285",237118,2,4
"4286",237127,3,1
"4287",237136,2,4
"4288",237145,2,1
"4289",237154,2,4
"4290",237172,1,1
"4291",237181,2,3
"4292",237215,1,3
"4293",237242,1,1
"4294",237303,3,1
"4295",237312,2,4
"4296",237321,3,1
"4297",237330,1,4
"4298",237358,2,3
"4299",237367,1,4
"4300",237385,1,3
"4301",237419,2,1
"4302",237437,3,2
"4303",237473,1,1
"4304",237491,1,1
"4305",237525,1,4
"4306",237543,1,1
"4307",237552,3,1
"4308",237561,1,1
"4309",237570,3,1
"4310",237598,3,2
"4311",237604,3,2
"4312",237613,2,1
"4313",237640,2,4
"4314",237686,1,3
"4315",237701,1,3
"4316",237729,1,1
"4317",237783,3,4
"4318",237792,1,4
"4319",237817,1,2
"4320",237844,1,1
"4321",237880,1,4
"4322",237899,1,4
"4323",237905,2,1
"4324",237932,1,3
"4325",237950,1,3
"4326",237969,2,4
"4327",237978,3,2
"4328",237987,3,2
"4329",237996,3,2
"4330",238005,3,1
"4331",238014,1,2
"4332",238032,1,4
"4333",238078,2,4
"4334",238096,1,1
"4335",238166,3,1
"4336",238175,3,1
"4337",238193,2,4
"4338",238263,1,4
"4339",238315,2,1
"4340",238324,2,4
"4341",238333,2,3
"4342",238397,1,2
"4343",238421,2,1
"4344",238430,2,4
"4345",238458,2,4
"4346",238476,2,4
"4347",238616,2,4
"4348",238661,2,4
"4349",238722,1,2
"4350",238759,1,2
"4351",238786,3,1
"4352",238810,3,1
"4353",238892,3,3
"4354",238935,3,4
"4355",238980,2,4
"4356",239008,1,2
"4357",239017,2,3
"4358",239071,2,4
"4359",239080,2,4
"4360",239105,2,4
"4361",239132,3,1
"4362",239169,2,4
"4363",239220,1,2
"4364",239248,1,2
"4365",239309,2,3
"4366",239318,2,4
"4367",239372,1,2
"4368",239390,2,4
"4369",239424,2,4
"4370",239442,1,2
"4371",239460,1,2
"4372",239488,1,2
"4373",239503,2,4
"4374",239512,2,3
"4375",239628,2,3
"4376",239637,2,4
"4377",239716,2,4
"4378",239743,2,4
"4379",239877,3,1
"4380",239910,1,2
"4381",239929,3,2
"4382",240055,1,2
"4383",240107,2,4
"4384",240116,1,2
"4385",240125,1,2
"4386",240170,1,2
"4387",240189,1,4
"4388",240198,1,2
"4389",240213,2,4
"4390",240240,3,1
"4391",240268,1,4
"4392",240277,1,4
"4393",240329,1,4
"4394",240338,2,3
"4395",240365,1,4
"4396",240374,1,4
"4397",240392,3,4
"4398",240417,1,4
"4399",240426,1,4
"4400",240444,1,4
"4401",240453,1,4
"4402",240462,1,4
"4403",240471,1,4
"4404",240480,1,4
"4405",240505,1,2
"4406",240514,1,2
"4407",240596,1,2
"4408",240620,1,2
"4409",240657,1,2
"4410",240666,1,2
"4411",240693,1,2
"4412",240709,3,1
"4413",240718,3,2
"4414",240727,1,4
"4415",240736,1,2
"4416",240745,1,2
"4417",240754,1,4
"4418",240790,1,3
"4419",240879,3,1
"4420",240985,3,1
"4421",241100,2,4
"4422",241128,2,4
"4423",241146,3,1
"4424",241182,3,1
"4425",241191,2,4
"4426",241216,2,4
"4427",241225,2,4
"4428",241304,3,4
"4429",241331,2,4
"4430",241377,2,4
"4431",241386,2,4
"4432",241395,2,4
"4433",241410,2,4
"4434",241517,2,2
"4435",241614,2,3
"4436",241720,1,3
"4437",241739,2,4
"4438",241766,1,4
"4439",241793,2,4
"4440",241836,2,3
"4441",241906,3,1
"4442",241951,1,3
"4443",242042,1,2
"4444",242112,3,2
"4445",242121,2,2
"4446",242130,3,2
"4447",242149,3,2
"4448",242316,3,1
"4449",242413,3,1
"4450",242422,3,2
"4451",242556,1,2
"4452",242565,1,2
"4453",242583,1,2
"4454",242617,2,4
"4455",242626,2,4
"4456",242635,2,4
"4457",242644,2,4
"4458",242653,2,4
"4459",242662,2,4
"4460",242680,2,4
"4461",242699,2,4
"4462",242705,2,4
"4463",242723,2,4
"4464",242750,3,1
"4465",242820,3,1
"4466",242884,3,1
"4467",242945,3,1
"4468",242954,3,1
"4469",242972,3,3
"4470",242981,3,3
"4471",243072,3,2
"4472",243081,2,4
"4473",243106,1,3
"4474",243115,1,3
"4475",243133,1,3
"4476",243142,1,3
"4477",243151,1,3
"4478",243179,1,3
"4479",243188,1,3
"4480",243197,1,4
"4481",243203,1,4
"4482",243212,1,3
"4483",243221,1,4
"4484",243346,2,4
"4485",243407,2,1
"4486",243416,3,1
"4487",243443,2,4
"4488",243498,2,4
"4489",243568,2,4
"4490",243577,2,4
"4491",243586,2,4
"4492",243601,2,4
"4493",243638,1,2
"4494",243647,1,2
"4495",243665,1,4
"4496",243744,2,4
"4497",243780,1,4
"4498",243799,1,1
"4499",243823,2,4
"4500",243832,2,4
"4501",243841,3,2
"4502",244011,3,3
"4503",244154,3,3
"4504",244190,2,4
"4505",244233,2,3
"4506",244279,3,1
"4507",244437,1,2
"4508",244446,1,2
"4509",244491,3,1
"4510",244561,3,1
"4511",244613,3,1
"4512",245032,3,2
"4513",245069,3,1
"4514",245281,3,1
"4515",245290,3,1
"4516",245342,3,3
"4517",245421,3,2
"4518",245430,3,2
"4519",245625,1,2
"4520",245652,2,4
"4521",245731,2,4
"4522",245777,2,3
"4523",245838,2,4
"4524",245847,2,4
"4525",245865,2,4
"4526",245883,2,4
"4527",245892,2,4
"4528",245953,2,4
"4529",245962,3,2
"4530",245980,3,1
"4531",245999,1,1
"4532",246008,3,2
"4533",246017,1,1
"4534",246035,3,1
"4535",246071,1,1
"4536",246202,3,2
"4537",246266,3,1
"4538",246345,2,4
"4539",246354,1,2
"4540",246406,3,1
"4541",246415,3,1
"4542",246460,3,1
"4543",246594,3,1
"4544",246789,2,4
"4545",246813,1,2
"4546",246895,1,1
"4547",246974,3,2
"4548",247010,3,1
"4549",247047,3,1
"4550",247065,3,3
"4551",247153,3,1
"4552",247162,2,4
"4553",247409,3,1
"4554",247603,1,2
"4555",247649,2,2
"4556",247700,3,3
"4557",247773,2,4
"4558",247825,2,4
"4559",247834,1,2
"4560",247922,2,4
"4561",247940,1,2
"4562",248165,3,1
"4563",248192,3,1
"4564",248305,3,1
"4565",248314,3,1
"4566",248527,3,1
"4567",248606,1,1
"4568",248624,1,1
"4569",248633,1,1
"4570",248660,3,1
"4571",248703,3,1
"4572",248776,1,2
"4573",248846,3,2
"4574",248882,3,3
"4575",248925,1,1
"4576",248934,3,3
"4577",248943,3,3
"4578",249061,3,1
"4579",249140,3,1
"4580",249238,3,1
"4581",249247,3,2
"4582",249566,3,1
"4583",249609,3,2
"4584",250027,3,2
"4585",250072,3,1
"4586",250285,3,1
"4587",250407,3,1
"4588",250498,3,1
"4589",250601,3,2
"4590",250744,3,1
"4591",250832,3,1
"4592",250902,3,1
"4593",250920,3,1
"4594",250993,1,1
"4595",251075,3,2
"4596",251251,3,3
"4597",251260,1,2
"4598",251312,3,4
"4599",260293,3,4
"4600",260336,1,0
"4601",260354,3,2
"4602",260363,1,1
"4603",260372,1,2
"4604",260664,3,1
"4605",260691,3,2
"4606",260789,3,3
"4607",260813,3,3
"4608",260901,3,4
"4609",260910,3,3
"4610",260929,3,1
"4611",260947,2,3
"4612",260956,2,4
"4613",260965,3,1
"4614",260974,3,3
"4615",260992,3,2
"4616",261375,1,1
"4617",261384,1,1
"4618",261393,1,1
"4619",261436,3,1
"4620",261472,3,3
"4621",261676,3,1
"4622",261685,3,1
"4623",261719,3,1
"4624",261773,1,1
"4625",261861,3,2
"4626",261931,3,3
"4627",262022,2,4
"4628",262031,1,2
"4629",262086,2,4
"4630",262129,1,3
"4631",262235,3,1
"4632",262299,3,1
"4633",262332,3,3
"4634",262341,3,1
"4635",262369,3,1
"4636",262402,3,1
"4637",262457,3,2
"4638",262509,3,2
"4639",262660,3,1
"4640",362700,3,1
"4641",362782,3,1
"4642",363013,3,1
"4643",363077,3,1
"4644",363147,3,1
"4645",363165,1,1
"4646",363387,3,2
"4647",363439,3,2
"4648",363457,3,1
"4649",363590,3,1
"4650",363633,1,2
"4651",363679,3,1
"4652",363712,2,0
"4653",363721,1,4
"4654",363882,3,1
"4655",363907,2,4
"4656",363916,2,4
"4657",363934,3,4
"4658",364016,1,2
"4659",364025,1,2
"4660",364122,2,1
"4661",364168,3,2
"4662",364317,3,1
"4663",364326,3,1
"4664",364335,3,1
"4665",364548,1,1
"4666",364566,3,1
"4667",364575,1,1
"4668",364584,3,1
"4669",364593,3,1
"4670",364618,1,1
"4671",364627,1,1
"4672",364636,1,1
"4673",364751,3,1
"4674",364760,3,1
"4675",364812,3,1
"4676",364885,3,2
"4677",364946,1,1
"4678",364955,3,1
"4679",364964,1,1
"4680",364973,3,2
"4681",365055,3,2
"4682",365073,3,1
"4683",365091,3,1
"4684",365107,3,1
"4685",365125,3,1
"4686",365198,1,1
"4687",365204,3,2
"4688",365213,1,1
"4689",365240,1,1
"4690",365374,1,1
"4691",365383,1,1
"4692",365426,2,4
"4693",365453,3,1
"4694",365480,1,1
"4695",365505,1,1
"4696",365569,3,1
"4697",365693,3,1
"4698",365763,1,1
"4699",365824,3,1
"4700",365833,3,1
"4701",366003,2,4
"4702",366155,3,1
"4703",366191,3,1
"4704",366252,1,3
"4705",366261,2,2
"4706",366270,3,2
"4707",366289,3,1
"4708",366340,1,2
"4709",366368,2,4
"4710",366395,1,2
"4711",366401,1,2
"4712",366438,3,1
"4713",366447,1,2
"4714",366465,1,2
"4715",366535,3,3
"4716",366544,3,2
"4717",366553,3,3
"4718",366571,2,1
"4719",366580,3,2
"4720",366605,3,4
"4721",366623,1,1
"4722",366632,1,1
"4723",366650,3,3
"4724",366678,3,2
"4725",366696,3,2
"4726",366711,1,4
"4727",366748,3,4
"4728",366793,2,4
"4729",366960,3,2
"4730",367024,3,3
"4731",367051,3,1
"4732",367088,3,1
"4733",367097,3,1
"4734",367103,3,1
"4735",367112,3,2
"4736",367130,3,1
"4737",367158,3,1
"4738",367176,3,1
"4739",367194,3,3
"4740",367264,3,1
"4741",367316,3,2
"4742",367334,3,1
"4743",367361,3,1
"4744",367398,3,1
"4745",367413,3,2
"4746",367431,3,1
"4747",367459,1,2
"4748",367662,3,1
"4749",367839,2,4
"4750",367875,1,1
"4751",367884,2,4
"4752",367909,3,3
"4753",367936,3,4
"4754",367954,3,4
"4755",367972,1,1
"4756",367981,3,1
"4757",368036,3,1
"4758",368160,1,1
"4759",368188,3,1
"4760",368230,3,1
"4761",368364,1,1
"4762",368407,1,1
"4763",368443,3,2
"4764",368452,3,3
"4765",368540,3,1
"4766",368601,3,3
"4767",368629,3,2
"4768",368647,1,1
"4769",368771,2,1
"4770",368780,2,2
"4771",368799,1,1
"4772",368805,3,2
"4773",368832,3,1
"4774",368911,1,2
"4775",369002,2,4
"4776",369020,3,1
"4777",369084,3,3
"4778",369109,1,1
"4779",369400,3,1
"4780",369419,1,1
"4781",369446,3,1
"4782",369455,3,2
"4783",369516,3,2
"4784",369659,2,4
"4785",369668,1,1
"4786",369686,3,1
"4787",369695,3,1
"4788",369783,3,1
"4789",369792,2,1
"4790",369817,2,4
"4791",369862,3,2
"4792",369905,3,3
"4793",369950,3,1
"4794",371034,3,1
"4795",371052,3,2
"4796",371140,3,1
"4797",371265,3,1
"4798",371690,1,1
"4799",371760,3,2
"4800",371779,3,2
"4801",371830,3,1
"4802",371928,3,1
"4803",371964,3,1
"4804",371982,3,1
"4805",372000,3,1
"4806",372028,3,1
"4807",372037,3,2
"4808",372073,3,2
"4809",372082,1,1
"4810",372213,3,4
"4811",372222,3,4
"4812",372240,3,1
"4813",372329,3,2
"4814",372356,3,1
"4815",372462,3,1
"4816",372523,3,1
"4817",372578,3,3
"4818",372718,3,1
"4819",372772,3,2
"4820",372921,3,1
"4821",372958,3,3
"4822",373058,3,2
"4823",373085,3,2
"4824",373119,3,1
"4825",373216,3,1
"4826",373340,3,1
"4827",373447,3,2
"4828",373526,3,1
"4829",373605,3,1
"4830",373678,3,1
"4831",373696,3,1
"4832",373711,1,1
"4833",373784,3,1
"4834",373827,2,3
"4835",373890,3,1
"4836",374024,2,4
"4837",374112,1,1
"4838",374291,3,1
"4839",374316,3,1
"4840",374440,3,1
"4841",374574,3,1
"4842",374592,1,1
"4843",374875,3,2
"4844",374927,3,1
"4845",374972,3,3
"4846",374990,3,1
"4847",375106,3,1
"4848",375230,2,3
"4849",375300,3,1
"4850",375319,3,1
"4851",375373,1,1
"4852",375407,1,1
"4853",375416,3,2
"4854",375489,3,2
"4855",375540,3,1
"4856",375559,3,1
"4857",375568,1,1
"4858",375647,3,1
"4859",375656,1,1
"4860",375683,1,1
"4861",375692,1,1
"4862",375708,1,1
"4863",375717,1,1
"4864",375726,1,1
"4865",375735,1,1
"4866",375744,1,1
"4867",375753,1,1
"4868",375762,1,1
"4869",375799,3,1
"4870",375841,3,2
"4871",375939,3,1
"4872",375948,3,1
"4873",375966,1,1
"4874",375984,3,1
"4875",376039,3,2
"4876",376136,3,2
"4877",376224,2,2
"4878",376242,3,1
"4879",376288,3,1
"4880",376321,3,2
"4881",376330,3,1
"4882",376385,2,2
"4883",376446,3,1
"4884",376631,3,1
"4885",376668,3,1
"4886",376677,3,1
"4887",376695,1,2
"4888",376950,3,1
"4889",376987,3,1
"4890",377069,3,2
"4891",377111,3,2
"4892",377193,3,1
"4893",377218,3,1
"4894",377272,3,1
"4895",377281,3,1
"4896",377315,3,1
"4897",377342,3,1
"4898",377421,3,2
"4899",377449,3,2
"4900",377458,3,2
"4901",377485,1,1
"4902",377546,3,3
"4903",377555,1,4
"4904",377564,1,4
"4905",377634,2,1
"4906",377643,3,1
"4907",377652,3,2
"4908",377661,3,2
"4909",377670,3,1
"4910",377722,3,1
"4911",377759,3,1
"4912",378105,3,1
"4913",378406,3,3
"4914",378576,3,4
"4915",378886,3,1
"4916",378956,3,1
"4917",379029,3,2
"4918",379135,3,1
"4919",379463,3,1
"4920",379621,1,1
"4921",379746,3,1
"4922",379782,3,4
"4923",380067,3,1
"4924",380094,3,2
"4925",380359,1,2
"4926",380368,1,2
"4927",380377,1,3
"4928",380401,3,1
"4929",380410,3,1
"4930",380438,3,2
"4931",380447,3,1
"4932",380456,3,1
"4933",380465,3,4
"4934",380474,3,1
"4935",381255,2,1
"4936",381282,2,1
"4937",381325,2,1
"4938",381334,2,1
"4939",381352,3,4
"4940",381361,3,1
"4941",381370,3,1
"4942",381404,3,1
"4943",381459,2,4
"4944",381486,3,1
"4945",381529,1,1
"4946",381617,2,4
"4947",381635,3,1
"4948",381644,3,1
"4949",381699,3,1
"4950",381705,3,1
"4951",381732,3,2
"4952",381741,3,3
"4953",381750,3,1
"4954",381787,3,3
"4955",381796,3,2
"4956",381909,3,3
"4957",381945,2,2
"4958",382054,3,1
"4959",382063,3,4
"4960",382258,1,1
"4961",382267,3,1
"4962",382276,3,1
"4963",382416,1,1
"4964",382461,3,1
"4965",382504,3,2
"4966",382771,3,2
"4967",382780,3,1
"4968",382896,3,1
"4969",382902,3,1
"4970",382911,1,2
"4971",382957,3,1
"4972",383020,3,4
"4973",383084,1,1
"4974",383163,3,1
"4975",383172,2,1
"4976",383190,1,2
"4977",383251,3,1
"4978",383279,3,1
"4979",383297,3,1
"4980",383312,1,1
"4981",383330,1,1
"4982",383367,1,1
"4983",383400,2,1
"4984",383464,3,1
"4985",383507,2,1
"4986",383525,1,1
"4987",383765,3,1
"4988",383792,3,1
"4989",383899,3,1
"4990",383950,3,2
"4991",383996,1,2
"4992",384184,3,1
"4993",384193,3,2
"4994",384209,3,2
"4995",384254,2,3
"4996",384306,2,4
"4997",384333,1,2
"4998",384342,1,2
"4999",384360,1,2
"5000",384379,1,2
"5001",384388,1,2
"5002",384397,1,2
"5003",384412,3,3
"5004",384421,2,3
"5005",385008,3,1
"5006",385132,3,1
"5007",385503,3,2
"5008",385549,3,1
"5009",385619,2,4
"5010",386153,2,1
"5011",386472,3,3
"5012",387235,3,1
"5013",387660,2,1
"5014",387819,3,1
"5015",387925,3,2
"5016",388043,3,2
"5017",388520,2,3
"5018",388663,3,1
"5019",389727,3,2
"5020",389860,1,1
"5021",390701,3,4
"5022",390905,1,1
"5023",391005,3,1
"5024",391333,1,1
"5025",391546,3,1
"5026",391564,3,1
"5027",391582,3,2
"5028",391759,3,1
"5029",391810,2,1
"5030",392257,3,2
"5031",392354,2,1
"5032",392415,3,1
"5033",392798,3,1
"5034",392840,2,3
"5035",393180,2,1
"5036",393524,3,1
"5037",393649,3,1
"5038",393861,3,1
"5039",393977,3,1
"5040",395362,1,2
"5041",395690,3,1
"5042",397270,3,1
"5043",397641,3,1
"5044",397942,3,1
"5045",398130,3,3
"5046",398574,3,1
"5047",399212,1,2
"5048",399869,3,3
"5049",399911,2,3
"5050",400080,3,1
"5051",400187,3,1
"5052",400637,3,1
"5053",401223,2,4
"5054",401250,2,4
"5055",401339,3,1
"5056",401481,3,1
"5057",402563,3,1
"5058",402615,3,4
"5059",402776,3,3
"5060",402800,3,1
"5061",402828,2,4
"5062",403414,3,1
"5063",403469,1,2
"5064",403478,1,2
"5065",403487,1,2
"5066",404037,3,1
"5067",404055,3,2
"5068",404073,2,4
"5069",404082,2,4
"5070",404222,2,4
"5071",404338,3,4
"5072",404365,3,2
"5073",404374,3,2
"5074",404383,3,2
"5075",404426,1,2
"5076",404499,3,2
"5077",404505,3,2
"5078",404514,3,1
"5079",404648,2,3
"5080",404684,3,1
"5081",404718,2,1
"5082",404806,3,3
"5083",404912,3,2
"5084",404921,3,2
"5085",404994,3,2
"5086",405003,3,1
"5087",405012,3,1
"5088",405021,3,1
"5089",405058,2,3
"5090",405076,3,1
"5091",405748,1,1
"5092",405854,2,3
"5093",405872,1,2
"5094",405979,3,4
"5095",405988,3,4
"5096",405997,3,4
"5097",406006,3,4
"5098",406015,3,4
"5099",406024,3,2
"5100",406033,3,2
"5101",406051,3,1
"5102",406060,3,1
"5103",406149,3,1
"5104",406194,3,3
"5105",406200,2,2
"5106",406219,3,2
"5107",406264,3,2
"5108",406325,1,1
"5109",406361,1,1
"5110",406413,3,1
"5111",406422,1,1
"5112",406486,3,1
"5113",406495,3,1
"5114",406547,2,3
"5115",406556,3,1
"5116",407054,3,1
"5117",407063,3,3
"5118",407090,3,1
"5119",407142,3,1
"5120",407151,3,1
"5121",407179,3,1
"5122",407285,3,3
"5123",407319,3,3
"5124",407328,3,2
"5125",407355,3,1
"5126",407391,3,1
"5127",407407,3,1
"5128",407425,3,1
"5129",407434,3,1
"5130",407452,1,1
"5131",407461,1,1
"5132",407470,3,1
"5133",407489,1,1
"5134",407504,1,1
"5135",407513,1,1
"5136",407522,1,1
"5137",407568,3,1
"5138",407577,1,1
"5139",407595,1,1
"5140",407601,1,1
"5141",407629,2,4
"5142",407683,3,1
"5143",407708,3,1
"5144",407726,3,1
"5145",407735,3,1
"5146",407744,3,1
"5147",407832,1,1
"5148",408039,3,3
"5149",408057,3,1
"5150",408066,3,1
"5151",408163,3,1
"5152",408312,3,2
"5153",408385,3,1
"5154",408394,1,2
"5155",408437,2,1
"5156",408844,3,3
"5157",408862,3,1
"5158",409032,3,1
"5159",409069,3,3
"5160",409120,1,1
"5161",409166,3,1
"5162",409193,3,1
"5163",409209,3,1
"5164",409245,3,1
"5165",409254,2,4
